phone_number,verified,login_freq,services,security_alerts,backup_usage,digital_literacy_score,primary_document_types,biometric_enabled,sso_usage,data_sync_frequency,govt_services_usage,digital_signature_used,marketing_consent
+9940555707813,1,21.7,4,1,0,Low,Banking,0,0,Daily,0,0,1
+9940778170746,0,21.8,4,1,0,Medium,Banking,0,0,Daily,7,0,0
+9940702696771,1,28.2,6,1,0,Low,Personal,1,0,Weekly,0,3,1
+9940514032575,1,28.7,7,2,1,High,Personal,1,1,Daily,5,2,1
+9940558157089,0,27.7,5,0,1,Medium,Banking,1,0,Weekly,4,0,1
+9940705084124,0,22.9,5,0,1,Medium,Government,0,0,Never,4,2,1
+9940709645635,1,38.9,8,1,0,Medium,Business,1,1,Daily,0,0,1
+9940501071644,1,5.9,0,0,0,Medium,Government,0,0,Weekly,2,0,0
+9940517496526,1,40.9,8,0,1,Medium,Banking,1,1,Never,0,2,1
+9940778327783,1,44.7,8,1,0,High,Personal,1,1,Daily,1,1,1
+9940519260739,0,13.2,2,1,0,Low,Business,0,0,Daily,8,0,1
+9940512410788,0,16.0,4,1,1,High,Business,0,0,Weekly,6,0,1
+9940519857666,0,22.2,5,0,1,Medium,Personal,0,0,Never,6,2,0
+9940504530503,1,39.4,8,2,1,Medium,Personal,1,1,Weekly,4,0,0
+9940504168455,1,33.1,8,0,0,Medium,Government,1,1,Never,8,1,1
+9940514199879,0,28.9,6,0,0,High,Personal,1,0,Daily,8,1,1
+9940776744011,0,10.3,2,0,1,Medium,Personal,0,0,Daily,8,0,1
+9940506933640,1,30.5,6,0,0,Low,Banking,1,0,Daily,3,4,0
+9940515265394,0,12.0,1,1,0,Medium,Personal,0,0,Daily,3,1,1
+9940501639326,0,34.8,7,1,0,High,Personal,1,1,Never,3,0,1
+9940559879657,0,21.4,4,1,1,Low,Banking,0,0,Daily,3,1,1
+9940512998923,1,25.3,5,1,0,High,Government,1,0,Weekly,3,0,1
+9940701844270,0,21.7,5,1,1,Medium,Business,0,0,Weekly,5,1,1
+9940556376442,0,39.3,7,1,0,High,Government,1,1,Never,0,2,0
+9940704711373,1,12.6,2,0,0,Low,Personal,0,0,Daily,6,2,1
+9940706540104,0,13.4,3,0,0,Medium,Business,0,0,Daily,6,1,1
+9940558879850,1,26.2,3,1,1,High,Personal,0,0,Daily,1,0,1
+9940771875921,1,45.5,9,0,0,Medium,Banking,1,1,Weekly,3,2,1
+9940553556461,0,27.8,4,0,1,Medium,Banking,0,0,Weekly,2,1,1
+9940775649143,1,29.5,5,0,1,Medium,Government,1,0,Weekly,1,1,1
+9940778090134,0,28.6,5,0,1,Low,Government,0,0,Daily,6,1,1
+9940556405786,1,29.8,5,0,0,Medium,Government,1,0,Daily,7,2,0
+9940704445048,1,20.4,3,0,0,Medium,Government,0,0,Never,4,1,0
+9940516490550,1,7.7,1,1,1,Medium,Banking,0,0,Weekly,2,1,1
+9940779819805,1,24.0,3,1,1,Medium,Government,0,0,Daily,8,2,0
+9940705320481,1,25.9,4,0,1,Medium,Business,0,0,Daily,0,2,1
+9940778951767,1,20.9,4,0,0,Low,Business,0,0,Daily,9,2,1
+9940518019605,0,7.5,1,0,0,Medium,Government,0,0,Weekly,1,1,0
+9940703711882,1,30.7,6,0,0,High,Personal,1,0,Weekly,2,0,0
+9940553245527,1,37.1,7,0,0,High,Business,1,1,Daily,7,0,1
+9940507931737,1,28.0,4,1,1,High,Business,0,0,Daily,5,2,0
+9940502867317,1,17.7,3,0,0,Medium,Personal,0,0,Daily,2,1,1
+9940554031708,0,29.2,6,0,0,Medium,Personal,1,0,Weekly,0,1,1
+9940513118571,0,38.2,8,0,0,Medium,Personal,1,1,Never,7,4,0
+9940506457264,0,22.5,4,1,0,Medium,Government,0,0,Weekly,9,1,1
+9940553647257,1,25.9,5,1,0,High,Personal,0,0,Weekly,1,2,0
+9940706926326,1,42.0,8,1,0,Medium,Government,1,1,Weekly,1,3,1
+9940519413596,1,38.8,8,0,1,High,Government,1,1,Daily,0,0,1
+9940778466357,0,15.1,2,0,1,Medium,Business,0,0,Never,8,1,1
+9940709531584,1,25.5,4,1,0,Medium,Personal,0,0,Daily,1,1,1
+9940551220057,1,12.9,1,0,1,Medium,Government,0,0,Daily,7,4,1
+9940775099097,1,40.0,8,0,0,High,Personal,1,1,Weekly,9,1,1
+9940552981420,1,35.6,7,0,0,Medium,Personal,1,1,Weekly,2,0,1
+9940509260815,0,14.0,2,1,1,Medium,Business,0,0,Daily,2,3,0
+9940507407259,1,30.7,7,0,0,Medium,Government,1,1,Daily,4,0,1
+9940773881988,1,29.9,7,1,0,Medium,Banking,1,1,Daily,5,3,0
+9940776071708,1,37.0,7,1,0,Medium,Banking,1,1,Never,6,2,1
+9940706448888,1,33.9,6,0,0,High,Personal,1,0,Weekly,7,2,1
+9940505460445,0,13.7,1,1,0,High,Personal,0,0,Weekly,5,1,1
+9940515269169,1,36.3,6,1,1,Medium,Business,1,0,Weekly,9,1,1
+9940501496889,1,29.0,4,0,1,Low,Business,0,0,Daily,0,4,0
+9940505072156,0,27.3,4,0,0,Medium,Personal,0,0,Daily,6,2,1
+9940514134482,0,22.0,2,1,0,High,Banking,0,0,Daily,7,0,0
+9940558364252,1,34.3,7,0,0,High,Business,1,1,Never,4,0,1
+9940508785901,1,28.5,6,0,0,Low,Personal,1,0,Daily,8,1,1
+9940777753742,1,34.8,8,1,1,High,Business,1,1,Never,5,0,0
+9940551278035,0,13.6,3,1,0,Medium,Business,0,0,Weekly,7,2,0
+9940518571042,0,7.0,1,0,0,Medium,Banking,0,0,Weekly,7,0,1
+9940554567925,1,29.5,5,1,1,Medium,Business,0,0,Daily,6,2,0
+9940704747319,1,25.9,5,1,1,High,Banking,0,0,Daily,1,2,1
+9940519506333,0,39.7,8,0,0,Medium,Business,1,1,Never,4,4,1
+9940508805659,1,29.0,6,0,0,High,Government,1,0,Weekly,5,2,1
+9940501457926,1,16.4,2,0,1,Medium,Business,0,0,Daily,0,2,0
+9940774238495,1,23.0,6,1,0,Low,Government,1,0,Daily,5,2,1
+9940507747351,1,26.6,5,1,0,High,Banking,1,0,Daily,0,3,1
+9940705849623,0,36.5,7,0,1,High,Business,1,1,Daily,4,1,1
+9940513318513,0,35.1,7,1,0,High,Business,1,1,Daily,0,1,0
+9940705722988,0,28.0,6,0,1,High,Business,1,0,Never,3,0,1
+9940508799478,0,23.9,4,0,0,Medium,Business,0,0,Never,5,0,1
+9940773009603,1,20.5,4,0,1,Medium,Banking,0,0,Weekly,0,0,1
+9940707714611,1,31.4,6,0,0,Medium,Personal,1,0,Weekly,8,0,1
+9940557612847,1,34.0,7,2,1,High,Business,1,1,Daily,7,1,1
+9940518971345,0,15.5,2,1,1,High,Business,0,0,Never,0,3,1
+9940773681473,1,29.8,6,0,1,High,Banking,1,0,Never,5,2,1
+9940512943322,0,28.8,5,0,0,Low,Personal,1,0,Never,5,1,0
+9940555928891,0,6.0,0,0,1,High,Business,0,0,Weekly,2,1,1
+9940515781634,0,21.7,3,0,1,Medium,Personal,0,0,Never,3,0,1
+9940514685813,1,45.2,9,1,1,High,Personal,1,1,Weekly,2,2,1
+9940558013428,0,15.5,2,0,1,Low,Personal,0,0,Weekly,7,2,1
+9940508191436,1,35.0,7,0,1,High,Business,1,1,Weekly,8,1,1
+9940503211297,1,33.9,7,0,1,Low,Personal,1,1,Never,1,1,1
+9940518159765,1,10.1,0,0,1,Medium,Business,0,0,Daily,9,1,1
+9940503076716,1,27.5,5,0,1,Medium,Personal,1,0,Weekly,3,0,1
+9940554668703,0,21.2,3,0,0,Low,Government,0,0,Weekly,1,2,0
+9940771244639,0,28.8,6,0,0,Medium,Personal,1,0,Weekly,3,1,1
+9940504063545,0,34.6,7,0,1,High,Personal,1,1,Never,4,1,1
+9940509626636,1,35.3,6,1,1,Medium,Government,1,0,Daily,3,0,1
+9940504983061,0,17.7,2,1,0,Medium,Business,0,0,Weekly,4,0,1
+9940557390151,1,31.4,5,1,1,Medium,Government,1,0,Weekly,4,0,0
+9940511971340,0,24.0,3,0,1,Medium,Personal,0,0,Never,9,1,0
+9940556720042,1,20.7,5,1,0,Medium,Business,0,0,Daily,3,2,1
+9940504344176,1,31.4,7,0,1,Low,Personal,1,1,Daily,1,2,0
+9940517695951,1,38.0,8,0,1,Low,Banking,1,1,Weekly,3,2,1
+9940559352171,0,33.2,7,0,0,Medium,Government,1,1,Weekly,8,3,1
+9940555784515,0,16.2,2,0,1,Low,Government,0,0,Never,6,1,0
+9940551925449,0,17.3,3,0,0,Medium,Personal,0,0,Weekly,0,2,1
+9940705285203,1,25.7,5,0,1,Medium,Business,0,0,Weekly,5,1,0
+9940552107979,0,17.5,3,2,0,High,Business,0,0,Daily,8,1,1
+9940775045789,0,31.2,6,0,0,Low,Government,1,0,Never,1,2,1
+9940551550323,1,33.2,7,0,1,Medium,Government,1,1,Daily,7,2,1
+9940516763952,0,31.8,6,0,1,Medium,Government,1,0,Daily,7,2,1
+9940513794054,0,37.2,7,2,1,Medium,Personal,1,1,Daily,9,0,1
+9940512813814,1,15.9,2,1,0,High,Business,0,0,Daily,4,0,1
+9940551155731,0,20.2,3,0,0,Medium,Personal,0,0,Daily,5,1,1
+9940518992527,0,33.7,5,0,0,Medium,Personal,1,0,Daily,4,1,1
+9940778534761,1,28.6,7,0,1,Medium,Personal,1,1,Weekly,3,1,1
+9940558305770,0,27.7,5,1,1,High,Business,1,0,Never,1,2,1
+9940771523231,0,23.4,5,0,0,Low,Personal,1,0,Daily,2,2,1
+9940704146072,1,37.4,7,0,1,Medium,Personal,1,1,Weekly,0,3,1
+9940519742144,1,16.6,2,0,0,High,Banking,0,0,Weekly,1,3,1
+9940516207483,1,25.9,5,0,1,High,Personal,0,0,Daily,1,0,1
+9940702156459,0,24.9,6,0,1,Medium,Banking,1,0,Daily,1,1,0
+9940512269245,0,28.5,4,1,0,Medium,Personal,0,0,Daily,3,1,1
+9940513368003,1,22.0,5,0,0,Medium,Banking,0,0,Never,0,2,1
+9940779751115,1,35.6,8,0,1,Medium,Personal,1,1,Daily,3,0,1
+9940552526506,0,19.6,2,0,0,Medium,Personal,0,0,Daily,6,1,0
+9940509126033,0,21.9,4,0,0,Medium,Government,0,0,Weekly,3,0,1
+9940557102120,0,0.1,0,1,0,High,Personal,0,0,Daily,7,2,1
+9940559297076,1,23.0,4,0,1,High,Business,0,0,Daily,2,4,1
+9940778434114,1,11.3,1,0,1,High,Government,0,0,Never,9,1,1
+9940703989467,0,19.7,2,0,0,Medium,Personal,0,0,Weekly,2,1,1
+9940508451058,1,25.3,4,1,1,Medium,Government,0,0,Never,3,2,1
+9940502522212,1,33.7,6,1,1,Low,Business,1,0,Daily,1,2,1
+9940703618722,0,8.7,0,2,0,High,Personal,0,0,Daily,8,0,1
+9940502905949,0,4.5,0,0,0,High,Personal,0,0,Daily,9,1,1
+9940512198516,1,42.7,8,0,0,High,Business,1,1,Weekly,2,0,1
+9940501810012,1,34.5,7,0,0,High,Personal,1,1,Daily,8,2,0
+9940502686592,1,17.2,2,1,1,Medium,Business,0,0,Weekly,7,0,1
+9940772080995,1,28.6,5,0,0,High,Government,0,0,Daily,4,0,0
+9940504423825,1,36.6,9,0,1,Medium,Government,1,1,Daily,7,2,1
+9940501641740,1,24.2,2,1,0,High,Business,0,0,Daily,4,1,1
+9940771551490,1,12.0,1,0,1,Low,Personal,0,0,Daily,7,2,1
+9940509908406,1,34.7,6,0,1,Medium,Government,1,0,Weekly,0,1,0
+9940771789248,1,4.2,1,1,1,Medium,Personal,0,0,Weekly,6,1,1
+9940501666519,1,26.2,5,0,1,Medium,Business,0,0,Daily,8,0,1
+9940501270954,1,35.6,8,0,0,Medium,Business,1,1,Never,4,0,1
+9940502192878,1,25.8,4,0,0,Medium,Business,0,0,Never,0,0,1
+9940705751271,1,22.9,4,0,0,Low,Government,0,0,Weekly,4,0,0
+9940708445290,0,33.3,7,1,1,High,Business,1,1,Never,6,1,1
+9940557614032,0,5.3,1,0,1,High,Banking,0,0,Weekly,7,1,1
+9940516222161,1,37.8,8,0,1,Low,Government,1,1,Daily,0,4,1
+9940501765221,0,26.4,3,0,0,Medium,Personal,0,0,Weekly,1,1,1
+9940557969754,0,22.0,3,2,0,Medium,Government,0,0,Daily,9,2,1
+9940511335262,0,15.5,2,0,0,High,Government,0,0,Weekly,6,0,1
+9940556678207,0,19.8,3,0,0,Low,Business,0,0,Weekly,2,1,0
+9940704683986,0,17.5,3,0,0,Medium,Personal,0,0,Never,3,1,0
+9940778939574,0,13.7,2,0,1,Medium,Banking,0,0,Never,1,1,1
+9940553767797,1,42.0,8,0,0,Low,Business,1,1,Daily,9,1,0
+9940506746207,1,37.9,7,1,1,Medium,Personal,1,1,Daily,0,2,1
+9940514959954,1,41.2,6,0,1,High,Personal,1,0,Weekly,8,3,1
+9940775699125,1,23.1,5,1,1,High,Government,1,0,Weekly,8,0,1
+9940559449180,1,39.3,8,0,1,High,Personal,1,1,Daily,8,0,1
+9940707414746,0,19.3,2,0,1,High,Banking,0,0,Weekly,4,1,1
+9940554731003,1,33.2,6,1,0,Low,Personal,1,0,Never,5,2,1
+9940505026534,1,21.1,3,2,1,High,Personal,0,0,Weekly,5,1,1
+9940777341141,1,30.2,6,2,0,Medium,Business,1,0,Daily,0,0,1
+9940704114574,1,19.0,3,2,0,High,Business,0,0,Weekly,2,2,1
+9940772510720,0,34.1,6,0,0,Medium,Business,1,0,Weekly,3,2,1
+9940775208871,0,35.7,6,1,0,Medium,Personal,1,0,Daily,6,5,1
+9940511614025,1,27.6,6,0,1,Medium,Business,1,0,Weekly,1,1,1
+9940512527426,0,1.3,0,0,1,Medium,Banking,0,0,Weekly,9,0,1
+9940514786375,0,12.8,1,1,0,Low,Personal,0,0,Daily,9,2,0
+9940778169144,0,40.4,8,0,0,High,Business,1,1,Daily,0,0,1
+9940558032756,1,25.7,5,0,1,High,Government,0,0,Weekly,6,1,1
+9940553346333,0,14.7,1,0,1,Medium,Personal,0,0,Daily,7,0,1
+9940774797350,0,33.5,6,0,1,High,Government,1,0,Weekly,3,2,1
+9940702381783,0,23.3,3,0,0,Low,Personal,0,0,Weekly,8,1,1
+9940777797196,0,6.3,0,1,0,Medium,Business,0,0,Never,7,1,1
+9940773217169,1,25.0,4,0,1,Medium,Banking,0,0,Weekly,2,4,0
+9940508195736,1,30.1,6,1,1,Medium,Personal,1,0,Weekly,5,1,1
+9940518578630,1,20.7,2,0,0,Medium,Personal,0,0,Daily,4,0,1
+9940707201765,0,34.9,6,1,0,Medium,Business,1,0,Weekly,4,1,1
+9940773971811,1,32.1,8,0,0,Medium,Personal,1,1,Weekly,7,0,1
+9940509576181,1,15.4,2,0,1,High,Banking,0,0,Daily,4,2,1
+9940517174448,0,21.9,4,0,0,High,Personal,0,0,Weekly,1,1,0
+9940556812555,1,16.0,3,0,0,High,Business,0,0,Daily,9,0,1
+9940708707685,0,32.3,6,1,1,Low,Personal,1,0,Daily,4,3,0
+9940508933221,0,28.1,5,0,0,Medium,Banking,1,0,Weekly,9,2,1
+9940701699701,0,3.2,1,0,1,High,Banking,0,0,Daily,2,2,0
+9940518933926,1,29.9,6,2,1,High,Personal,1,0,Never,3,2,0
+9940517885218,0,12.8,1,0,1,High,Personal,0,0,Daily,1,1,0
+9940552858697,0,6.5,1,0,1,Medium,Personal,0,0,Never,0,2,1
+9940553768988,1,19.1,3,1,1,Medium,Business,0,0,Weekly,8,0,1
+9940707773985,1,27.6,5,2,0,Medium,Business,0,0,Daily,3,2,1
+9940512949601,1,34.0,7,3,1,Medium,Government,1,1,Weekly,6,1,1
+9940775071734,1,22.9,3,1,0,High,Business,0,0,Weekly,1,2,0
+9940507200112,0,31.1,6,1,0,Low,Personal,1,0,Daily,5,3,0
+9940776854405,1,27.5,7,1,0,High,Personal,1,1,Weekly,8,1,1
+9940509188168,0,16.7,3,1,1,Medium,Personal,0,0,Never,4,1,1
+9940702003832,0,24.3,4,1,1,Low,Business,0,0,Daily,2,2,1
+9940513655172,0,8.5,1,0,1,Medium,Personal,0,0,Daily,5,0,1
+9940519863912,1,26.6,4,1,1,High,Personal,0,0,Weekly,4,2,1
+9940506119503,1,33.4,8,2,0,High,Government,1,1,Daily,5,0,1
+9940703238362,1,31.6,7,0,1,High,Personal,1,1,Weekly,4,1,1
+9940503608506,0,16.2,1,0,1,High,Business,0,0,Never,8,2,1
+9940704052912,1,41.9,8,1,1,Medium,Government,1,1,Weekly,4,0,1
+9940705988569,0,13.3,2,0,0,Medium,Banking,0,0,Weekly,4,0,1
+9940773560879,1,16.7,3,1,0,High,Business,0,0,Daily,8,3,0
+9940706596757,1,31.9,5,0,1,High,Personal,0,0,Never,8,0,1
+9940515007405,1,15.5,2,0,1,Medium,Government,0,0,Daily,5,0,0
+9940706493017,1,17.2,4,1,1,Medium,Personal,0,0,Never,4,2,1
+9940772396090,0,24.0,3,2,0,High,Business,0,0,Daily,6,1,0
+9940516611916,1,14.7,3,1,1,Medium,Government,0,0,Weekly,3,2,1
+9940509322673,1,21.7,4,3,1,Medium,Government,0,0,Weekly,8,1,1
+9940772215717,1,27.3,6,0,1,Medium,Personal,1,0,Weekly,5,1,1
+9940503946988,0,22.5,2,0,1,High,Banking,0,0,Daily,2,2,1
+9940557241863,0,25.6,5,0,1,Medium,Banking,0,0,Daily,0,3,1
+9940516556639,1,27.2,6,0,0,Medium,Personal,1,0,Daily,0,3,1
+9940507072752,0,34.5,6,1,1,Medium,Government,1,0,Weekly,3,0,0
+9940706036080,0,22.5,3,0,0,High,Personal,0,0,Never,6,2,1
+9940507143292,1,15.9,3,0,0,Medium,Personal,0,0,Daily,3,1,1
+9940706484485,1,45.3,8,0,1,High,Personal,1,1,Weekly,4,2,0
+9940701666634,1,12.0,3,1,1,High,Banking,0,0,Never,1,2,1
+9940507761550,1,31.9,6,0,1,Medium,Business,1,0,Never,1,2,1
+9940505021549,1,30.6,5,0,1,Medium,Government,0,0,Weekly,7,1,1
+9940701463057,0,20.8,2,0,0,High,Banking,0,0,Never,4,0,1
+9940554681315,1,18.9,2,2,0,High,Personal,0,0,Weekly,4,1,1
+9940504916616,0,6.2,0,0,0,High,Banking,0,0,Daily,3,1,1
+9940771780403,1,38.8,8,0,1,Medium,Personal,1,1,Never,4,3,1
+9940519964793,0,31.7,7,1,0,Medium,Banking,1,1,Daily,1,2,1
+9940503001311,0,12.3,0,2,1,Low,Banking,0,0,Never,8,3,1
+9940773975920,0,32.1,6,0,0,Medium,Personal,1,0,Never,3,0,0
+9940504968663,0,40.7,7,0,1,High,Personal,1,1,Never,2,0,1
+9940558492554,0,14.4,2,2,0,Low,Personal,0,0,Daily,9,2,1
+9940777686156,0,19.1,3,0,0,High,Business,0,0,Daily,2,3,1
+9940557938666,0,39.5,7,0,0,High,Personal,1,1,Weekly,3,2,1
+9940553133558,1,12.0,2,0,0,Medium,Personal,0,0,Never,5,2,1
+9940518608910,1,23.3,4,0,1,Low,Business,0,0,Never,5,1,1
+9940508467748,1,9.0,0,0,0,Low,Banking,0,0,Daily,7,0,1
+9940555174730,1,24.1,3,0,1,Medium,Business,0,0,Never,2,2,1
+9940775912184,0,15.8,2,0,1,High,Personal,0,0,Daily,7,2,1
+9940501334260,1,18.2,2,1,1,High,Government,0,0,Weekly,2,1,0
+9940777843794,1,19.0,4,1,1,High,Business,0,0,Weekly,0,0,0
+9940559648302,1,41.4,9,1,0,Low,Government,1,1,Daily,4,2,1
+9940555253003,1,27.6,5,0,1,High,Banking,1,0,Daily,8,3,1
+9940505864511,1,29.2,5,0,0,High,Banking,1,0,Weekly,8,0,1
+9940705492747,0,27.8,5,1,0,High,Banking,1,0,Never,9,3,1
+9940501743803,1,36.5,8,0,1,Medium,Personal,1,1,Daily,3,1,1
+9940516577473,0,35.8,6,0,0,Medium,Personal,1,0,Daily,9,1,1
+9940707493010,1,39.7,8,0,0,Medium,Business,1,1,Daily,7,2,1
+9940509351734,1,19.0,3,0,0,Medium,Personal,0,0,Daily,6,1,1
+9940559368072,0,22.1,3,0,0,High,Business,0,0,Never,5,0,0
+9940555426312,1,12.3,2,0,0,High,Banking,0,0,Daily,1,1,1
+9940509630852,1,30.2,5,0,1,Medium,Personal,0,0,Daily,2,0,0
+9940515757917,0,22.6,4,0,1,High,Banking,0,0,Weekly,6,0,1
+9940516778397,1,32.5,6,1,0,Medium,Personal,1,0,Daily,4,1,1
+9940706417972,0,19.7,4,0,1,High,Business,0,0,Daily,1,1,1
+9940779988137,1,26.7,5,0,0,High,Personal,1,0,Daily,0,3,0
+9940777637635,0,21.1,5,0,0,Medium,Personal,0,0,Daily,5,0,1
+9940502080041,0,25.0,5,3,0,High,Personal,1,0,Never,2,1,0
+9940501646652,0,16.5,3,0,1,High,Personal,0,0,Weekly,8,1,0
+9940504688926,1,44.3,8,1,1,Medium,Government,1,1,Weekly,4,2,0
+9940555641186,1,29.3,4,0,0,Medium,Business,0,0,Never,4,0,1
+9940507017611,1,20.8,4,0,0,Medium,Banking,0,0,Weekly,1,0,1
+9940515334323,1,21.6,3,0,1,Low,Personal,0,0,Daily,1,1,1
+9940775631766,1,12.3,1,1,0,High,Personal,0,0,Weekly,5,2,1
+9940779295163,0,15.8,1,1,0,High,Banking,0,0,Daily,7,2,1
+9940774013907,1,42.3,7,1,0,Medium,Personal,1,1,Daily,8,1,1
+9940515441558,0,10.3,2,0,1,High,Government,0,0,Weekly,6,1,0
+9940706016466,1,8.1,1,0,1,Medium,Personal,0,0,Daily,6,1,0
+9940705214884,1,21.5,5,0,1,Medium,Personal,0,0,Daily,9,1,1
+9940509713081,1,34.0,6,1,0,Medium,Government,1,0,Daily,0,2,0
+9940559659798,1,18.1,3,0,0,Low,Government,0,0,Weekly,8,0,1
+9940555618088,1,20.3,4,0,1,High,Personal,0,0,Weekly,2,3,1
+9940515055187,0,27.5,4,0,0,High,Personal,0,0,Weekly,6,0,1
+9940706300719,1,32.1,7,0,1,Medium,Business,1,1,Daily,0,1,1
+9940702627959,1,26.4,6,1,1,Medium,Government,1,0,Never,7,2,1
+9940554833828,1,37.7,7,1,1,Medium,Banking,1,1,Weekly,3,0,1
+9940702952244,1,12.4,3,0,1,High,Personal,0,0,Never,9,0,1
+9940702296451,0,32.0,7,1,1,High,Personal,1,1,Daily,6,3,1
+9940551856687,1,25.9,4,1,0,Low,Personal,0,0,Weekly,7,0,1
+9940516283606,1,22.0,5,0,1,Medium,Government,0,0,Daily,8,1,0
+9940701005113,1,10.4,1,1,0,Medium,Personal,0,0,Daily,0,0,1
+9940706815554,1,32.0,5,0,1,High,Banking,0,0,Daily,1,1,1
+9940774887510,0,14.9,2,1,1,High,Business,0,0,Weekly,7,0,1
+9940504298344,0,12.8,1,0,0,High,Personal,0,0,Weekly,0,1,1
+9940557923182,1,13.9,1,1,1,High,Personal,0,0,Weekly,8,1,1
+9940775848747,1,11.7,1,0,0,Medium,Government,0,0,Weekly,3,1,1
+9940557601197,0,25.7,4,0,1,High,Personal,0,0,Daily,1,1,1
+9940777385268,1,35.7,7,2,1,Medium,Business,1,1,Daily,7,2,1
+9940501289341,0,21.6,4,1,0,Medium,Business,0,0,Weekly,5,3,1
+9940502939430,0,30.4,5,0,0,Low,Personal,1,0,Weekly,3,1,1
+9940706129845,1,40.3,8,0,1,High,Personal,1,1,Weekly,4,1,1
+9940519779913,1,32.2,7,1,1,Medium,Personal,1,1,Never,4,0,0
+9940552388547,0,13.2,2,0,1,High,Personal,0,0,Daily,6,2,1
+9940551950022,1,18.7,3,1,0,Medium,Business,0,0,Weekly,5,1,1
+9940559469685,1,17.5,3,0,0,Medium,Government,0,0,Weekly,6,3,0
+9940779701216,0,27.8,5,0,1,Medium,Banking,1,0,Daily,8,1,1
+9940502506284,0,25.5,6,0,0,Low,Personal,1,0,Daily,3,1,1
+9940704615370,0,11.3,0,0,0,Low,Government,0,0,Never,4,1,1
+9940776639752,0,12.7,1,1,1,Medium,Government,0,0,Daily,9,2,1
+9940702757050,1,10.6,1,0,0,Low,Government,0,0,Daily,1,1,0
+9940513936144,1,19.8,3,1,0,Medium,Business,0,0,Daily,4,0,1
+9940504557597,1,29.6,6,1,1,Low,Banking,1,0,Never,9,1,1
+9940706774051,0,10.2,0,1,0,High,Personal,0,0,Weekly,7,2,1
+9940553772578,1,25.1,4,0,1,Medium,Business,0,0,Daily,6,0,1
+9940504710326,1,18.8,3,1,1,High,Personal,0,0,Weekly,8,1,1
+9940513606247,1,22.6,4,1,1,Medium,Personal,0,0,Weekly,1,2,0
+9940777836786,1,28.2,5,0,0,Low,Business,0,0,Daily,2,2,1
+9940512377314,1,27.3,4,0,1,Low,Business,0,0,Never,9,2,1
+9940503076111,0,8.2,0,0,1,High,Personal,0,0,Weekly,8,2,1
+9940703249905,1,34.5,7,0,1,Medium,Business,1,1,Daily,8,2,1
+9940509152125,1,46.3,9,0,1,Medium,Banking,1,1,Never,2,1,1
+9940779500285,0,12.9,1,0,0,High,Government,0,0,Weekly,4,2,1
+9940775501886,0,37.8,9,1,1,Medium,Government,1,1,Daily,5,1,1
+9940772407602,0,8.4,1,0,0,High,Business,0,0,Never,3,0,1
+9940777804837,1,32.0,6,1,1,Low,Personal,1,0,Daily,2,0,1
+9940515428815,1,35.5,8,0,0,Medium,Personal,1,1,Daily,6,1,1
+9940518647570,0,11.6,0,0,1,Low,Banking,0,0,Never,4,0,1
+9940514239950,1,38.4,7,0,0,Medium,Business,1,1,Daily,8,1,0
+9940559989456,1,32.9,7,0,1,High,Banking,1,1,Weekly,0,0,0
+9940778263029,1,18.3,4,1,0,High,Banking,0,0,Weekly,3,1,1
+9940703015510,1,29.6,5,0,0,Low,Personal,1,0,Daily,6,2,0
+9940707529911,1,13.5,3,0,1,Low,Business,0,0,Daily,5,1,1
+9940773582031,0,29.1,6,0,0,Low,Business,1,0,Daily,3,2,1
+9940704148127,1,42.9,8,0,1,Medium,Personal,1,1,Daily,6,0,1
+9940513253897,0,22.5,5,1,0,Medium,Government,0,0,Daily,5,0,1
+9940557139976,1,10.8,2,0,1,Medium,Banking,0,0,Weekly,4,0,1
+9940553365841,1,43.5,9,0,0,Medium,Banking,1,1,Weekly,2,0,0
+9940506749191,1,21.1,4,0,1,High,Personal,0,0,Weekly,2,2,1
+9940706242002,1,28.4,6,0,0,High,Personal,1,0,Daily,1,1,1
+9940707757189,0,17.6,2,0,0,High,Personal,0,0,Daily,1,1,1
+9940709941701,1,26.6,5,1,1,Medium,Personal,0,0,Weekly,3,0,1
+9940551079382,1,24.1,4,1,0,High,Government,0,0,Weekly,9,0,1
+9940709912501,1,32.4,5,0,0,Low,Personal,1,0,Daily,5,0,1
+9940771984181,0,19.8,4,1,1,Medium,Personal,0,0,Daily,7,1,0
+9940555740958,0,12.4,2,0,0,High,Personal,0,0,Weekly,5,2,1
+9940554068007,1,31.7,5,0,1,High,Personal,1,0,Weekly,2,0,0
+9940506751244,0,25.0,4,2,1,Medium,Banking,0,0,Daily,5,2,0
+9940707495629,1,28.7,4,0,1,High,Banking,0,0,Daily,1,2,1
+9940778739734,1,17.7,3,0,1,Medium,Personal,0,0,Weekly,0,1,1
+9940704617815,0,26.2,5,0,0,High,Personal,1,0,Never,9,1,1
+9940779396400,1,39.0,7,1,0,High,Personal,1,1,Never,5,2,1
+9940773901917,1,44.4,8,1,0,High,Personal,1,1,Daily,7,1,1
+9940702834745,0,19.5,4,0,1,High,Banking,0,0,Daily,6,1,1
+9940554412188,1,27.1,4,0,0,High,Business,0,0,Weekly,9,1,1
+9940505756875,1,20.8,3,0,1,High,Government,0,0,Never,0,0,1
+9940507013437,0,23.9,3,1,0,Medium,Government,0,0,Never,2,0,1
+9940518495532,1,29.5,6,1,0,Medium,Personal,1,0,Never,0,0,1
