phone_number,monthly_spend,data_usage_gb,speed_mbps,support_calls,complaints,downtime_hours,payment_delay_days,device_count,plan_upgrade_count,contract_type,region,tenure_months,churn_status,cltv,payment_status,service_type,average_monthly_usage_gb,peak_usage_time,installation_address_airport_km,customer_satisfaction_score,smart_home_devices,azcloud_subscriber,marketing_consent
+9940776916943,48.08,163.1,200,1,2,2.5,0,5,0,1,3,19,0,913.58,paid,5G,133.1,evening,57.8,4,1,0,1
+9940508344503,161.31,150.9,20,0,3,1.17,1,2,1,0,2,49,0,7904.29,paid,ADSL,133.9,evening,5.5,4,1,0,1
+9940513616339,123.7,296.4,20,2,1,1.48,0,1,0,0,1,39,1,4824.16,paid,Cable,283.0,evening,12.8,2,2,1,0
+9940508745128,116.37,56.0,50,0,1,2.12,1,4,0,1,1,34,0,3956.47,paid,ADSL,67.2,evening,4.1,4,1,0,1
+9940516138802,118.12,265.7,100,4,0,1.23,2,4,1,0,2,34,1,4016.12,overdue,Cable,282.4,evening,11.4,3,1,1,1
+9940772509295,83.7,250.5,20,4,1,0.81,2,4,2,0,3,25,1,2092.62,paid,GPON,253.2,evening,67.1,1,0,1,1
+9940514293991,23.71,55.0,100,0,1,0.9,1,3,0,1,1,5,0,118.53,paid,GPON,60.8,evening,8.6,4,0,0,0
+9940771067563,31.93,144.9,100,1,2,1.03,4,3,1,1,3,9,0,287.33,overdue,5G,174.9,evening,1.8,1,1,0,1
+9940551352525,83.79,270.2,100,2,1,1.85,1,2,0,0,1,22,0,1843.28,paid,Cable,253.5,evening,22.2,1,0,1,0
+9940704025169,28.45,203.5,200,3,2,2.0,1,2,2,1,4,10,0,284.5,paid,5G,202.1,evening,45.4,4,1,1,0
+9940555090161,95.22,105.8,100,0,0,1.96,0,4,0,0,3,28,0,2666.2,unpaid,Cable,96.8,night,2.6,1,2,0,1
+9940518177596,47.88,62.2,100,0,1,1.83,1,5,2,0,3,11,0,526.69,paid,ADSL,38.7,evening,27.7,3,2,0,1
+9940702208721,77.0,174.4,50,1,1,1.81,1,2,2,0,1,24,0,1847.98,paid,5G,144.4,evening,8.5,2,1,0,1
+9940778552563,68.12,87.1,100,1,0,3.04,2,2,1,1,3,18,0,1226.16,unpaid,GPON,113.0,night,7.6,5,0,0,1
+9940513110704,50.79,150.6,50,1,1,0.11,2,3,2,0,3,14,0,711.1,paid,GPON,135.3,night,8.0,2,1,1,1
+9940702244961,92.22,179.1,20,2,3,2.74,0,1,1,0,4,26,0,2397.68,paid,GPON,174.1,evening,5.6,1,0,0,0
+9940517299033,119.83,95.1,20,2,4,2.19,0,4,1,0,3,36,0,4314.0,unpaid,Cable,103.7,night,3.8,1,0,0,1
+9940707969022,135.83,184.3,100,0,0,3.16,0,1,1,1,4,47,0,6384.02,paid,Cable,160.5,night,11.7,5,2,0,1
+9940706444209,27.73,90.7,100,0,1,0.01,0,4,2,1,2,18,0,499.1,unpaid,Cable,74.0,afternoon,1.0,5,2,0,1
+9940552041337,75.44,197.9,50,2,1,0.12,1,5,1,0,4,27,1,2036.97,unpaid,5G,197.5,evening,6.3,1,0,1,1
+9940702038102,73.4,79.8,100,0,3,0.33,2,5,1,0,3,20,0,1467.94,paid,GPON,71.0,evening,6.3,2,5,0,1
+9940514510562,115.47,252.8,50,0,0,2.88,1,1,0,1,1,35,0,4041.41,paid,5G,227.3,evening,2.2,1,1,1,1
+9940505055400,29.43,137.7,50,2,0,5.55,1,3,3,1,4,17,0,500.32,unpaid,ADSL,149.8,night,13.0,5,2,0,0
+9940509987484,116.9,218.7,100,0,1,1.31,2,3,0,1,1,33,0,3857.72,paid,5G,209.4,afternoon,4.4,5,0,0,1
+9940553578275,37.46,329.0,50,2,1,1.68,0,3,0,1,1,13,1,487.01,paid,GPON,331.7,evening,24.4,4,0,1,1
+9940772733317,92.33,72.8,200,0,3,0.84,1,4,2,1,3,26,0,2400.47,paid,5G,73.9,evening,4.6,3,2,0,1
+9940509513110,98.5,50.8,100,1,2,0.3,1,5,0,0,2,23,0,2265.49,paid,Cable,70.2,evening,4.5,2,0,0,0
+9940552385672,59.66,136.3,100,1,2,1.71,1,3,2,0,2,19,0,1133.52,paid,ADSL,143.4,evening,1.5,2,0,0,0
+9940701237622,72.23,42.4,100,0,1,2.44,2,3,2,0,2,22,0,1589.05,unpaid,5G,25.1,evening,11.1,4,0,0,1
+9940514805202,33.78,85.5,100,1,2,3.4,0,4,0,0,2,19,1,641.9,paid,ADSL,108.7,afternoon,13.1,3,1,0,1
+9940704609735,105.61,10.0,200,2,1,0.98,1,3,3,1,4,34,0,3590.76,paid,ADSL,0.5,morning,21.8,3,0,0,0
+9940516577016,35.99,29.3,50,2,1,0.54,0,2,3,1,3,14,0,503.88,overdue,ADSL,13.1,afternoon,4.4,2,3,0,1
+9940778899611,26.61,216.3,200,0,0,1.32,1,5,3,1,4,10,0,266.06,paid,ADSL,197.1,afternoon,20.2,4,1,1,0
+9940559396106,123.53,83.4,20,4,1,1.99,0,4,0,1,3,29,1,3582.24,paid,ADSL,53.4,evening,17.6,5,0,0,1
+9940553606749,75.01,145.1,100,1,0,5.28,1,3,0,0,3,27,0,2025.16,overdue,Cable,132.9,night,1.0,1,0,1,0
+9940509827389,65.87,253.4,100,1,0,1.84,0,1,3,1,3,12,0,790.48,paid,GPON,261.3,afternoon,10.7,4,1,1,1
+9940556693949,73.33,148.4,20,0,0,1.73,0,2,2,0,4,29,0,2126.6,paid,GPON,121.1,evening,1.0,3,1,0,1
+9940771626765,79.22,63.3,100,1,2,0.89,2,2,0,0,1,31,0,2455.82,unpaid,GPON,93.3,morning,1.6,4,1,0,0
+9940509446017,69.25,183.0,20,3,2,0.64,1,4,2,1,4,21,0,1454.31,paid,ADSL,153.0,evening,1.7,4,1,0,1
+9940702241977,93.49,72.3,100,2,0,3.83,0,1,1,0,2,30,0,2804.72,paid,GPON,56.6,afternoon,1.9,2,0,0,1
+9940556297360,60.75,66.3,100,1,0,1.04,0,2,2,1,2,15,1,911.26,unpaid,Cable,36.6,afternoon,9.0,2,1,0,1
+9940708116640,61.97,226.1,100,0,2,4.75,1,3,0,1,3,19,0,1177.42,paid,GPON,244.5,night,1.7,1,0,1,1
+9940703244943,85.84,58.0,100,2,0,0.46,1,4,2,1,4,24,0,2060.16,unpaid,5G,71.1,evening,1.1,5,1,0,0
+9940553435689,54.63,159.5,50,2,0,0.9,2,1,1,0,2,16,0,874.04,paid,5G,154.2,morning,1.1,4,0,0,1
+9940515285593,6.21,127.6,100,2,1,3.35,3,4,2,1,2,8,0,49.67,unpaid,5G,99.1,afternoon,5.2,4,1,0,1
+9940708963640,121.31,108.2,20,1,2,0.2,0,3,0,1,1,32,0,3881.77,paid,Cable,84.2,night,18.7,1,2,0,1
+9940503012429,107.55,73.7,200,1,0,0.46,0,4,0,0,4,29,0,3119.07,paid,Cable,78.7,evening,3.1,5,0,0,1
+9940556971078,99.84,279.6,20,1,1,0.65,1,1,0,0,3,27,0,2695.72,paid,ADSL,266.1,night,43.9,1,0,1,1
+9940505073324,58.05,186.8,20,0,2,0.45,0,3,0,1,2,13,0,754.63,paid,GPON,175.5,evening,8.7,2,1,0,1
+9940702006603,86.3,177.1,100,0,0,1.49,2,3,2,1,4,28,0,2416.44,paid,GPON,175.6,evening,19.5,3,0,0,1
+9940707397890,40.91,10.0,20,4,3,0.95,1,2,2,0,1,14,1,572.74,paid,GPON,1.7,evening,9.5,1,0,0,0
+9940508492762,73.03,10.0,200,0,2,0.33,1,1,1,0,1,18,0,1314.5,unpaid,Cable,-20.0,evening,2.4,4,2,0,0
+9940706180705,70.26,198.8,20,2,0,0.3,1,2,1,1,2,22,0,1545.7,paid,GPON,172.2,night,2.5,5,0,1,1
+9940552587207,117.72,170.6,100,0,5,1.72,1,3,1,0,2,35,0,4120.26,unpaid,5G,144.5,morning,2.6,3,1,0,1
+9940702401530,9.93,57.6,200,2,1,7.14,0,1,1,0,2,3,1,29.8,paid,GPON,43.1,evening,14.0,1,0,0,1
+9940504811458,143.04,227.2,100,4,0,1.62,2,5,1,0,1,32,1,4577.24,paid,ADSL,229.0,afternoon,25.7,3,0,1,1
+9940505557768,76.02,191.2,100,2,0,1.32,0,4,1,0,4,23,0,1748.36,paid,ADSL,192.1,night,14.7,4,0,1,1
+9940555969663,77.73,67.2,100,3,0,0.02,1,2,0,1,2,19,1,1476.86,paid,5G,91.0,evening,22.9,5,0,0,1
+9940503192903,98.05,302.1,100,0,0,2.08,2,1,0,1,4,37,0,3627.93,paid,Cable,274.0,afternoon,19.7,2,1,1,1
+9940515506894,105.5,211.1,20,2,6,0.78,1,4,0,1,3,27,0,2848.46,paid,5G,217.3,evening,7.6,2,0,1,1
+9940703655710,55.26,54.0,50,1,0,6.49,2,1,0,0,4,22,1,1215.67,paid,5G,38.3,evening,24.6,1,2,0,1
+9940507175465,115.53,162.9,20,1,2,0.58,2,3,1,1,2,33,0,3812.36,paid,5G,192.9,night,21.7,1,0,1,1
+9940708168266,86.82,136.5,20,1,1,6.82,0,2,2,0,3,21,0,1823.3,paid,GPON,134.4,evening,32.7,4,0,0,1
+9940506874179,72.07,242.8,20,1,0,0.73,1,2,1,1,2,29,0,2089.93,paid,Cable,231.6,morning,1.9,2,1,1,1
+9940501011226,156.39,226.0,100,0,2,4.31,0,4,1,1,2,41,0,6412.18,paid,Cable,231.5,evening,15.2,2,0,1,1
+9940559928377,160.83,117.7,200,4,1,1.62,0,2,0,0,4,47,1,7558.86,paid,ADSL,121.6,morning,18.2,3,2,0,1
+9940701213908,133.9,111.3,100,3,2,4.04,1,2,3,0,4,37,1,4954.34,paid,GPON,103.7,evening,14.3,1,2,0,1
+9940509994796,35.96,115.9,20,1,5,2.03,1,2,1,1,2,16,0,575.31,paid,GPON,127.8,evening,2.1,4,2,0,0
+9940511285970,121.07,123.7,100,0,2,2.03,1,1,1,0,1,31,0,3753.28,overdue,ADSL,153.7,evening,11.5,3,0,0,1
+9940775648134,100.3,99.4,100,1,0,0.87,1,4,0,0,3,29,1,2908.58,paid,Cable,117.7,evening,18.4,3,1,0,0
+9940771953738,77.46,202.4,200,1,0,10.0,1,3,1,0,4,27,0,2091.31,paid,GPON,199.4,afternoon,4.5,2,0,1,1
+9940551856791,63.99,142.1,50,2,0,1.14,0,2,1,0,4,20,0,1279.76,paid,5G,172.1,night,2.7,3,0,0,1
+9940557150562,24.91,159.6,50,1,1,0.94,3,2,0,1,2,10,1,249.09,paid,ADSL,169.2,night,2.6,4,1,0,1
+9940517550588,82.82,141.2,100,1,1,0.07,0,5,3,0,3,21,0,1739.24,paid,Cable,119.2,evening,4.7,3,1,0,1
+9940702064129,91.08,251.7,100,0,0,0.36,1,3,1,0,4,27,0,2459.07,paid,GPON,252.8,evening,36.0,4,1,1,0
+9940559789975,76.5,165.4,20,2,2,0.74,2,4,1,1,1,27,1,2065.38,paid,GPON,161.1,evening,2.5,3,0,1,1
+9940513884152,85.54,197.6,100,0,1,0.75,1,5,0,0,2,22,0,1881.98,overdue,Cable,186.8,evening,19.7,1,0,1,1
+9940503864937,46.68,145.2,200,2,1,5.05,1,3,1,1,1,23,0,1073.72,paid,GPON,151.4,morning,2.6,1,0,0,1
+9940503672795,38.1,14.2,20,0,1,3.32,0,2,0,1,3,16,0,609.62,unpaid,Cable,-15.8,evening,70.2,4,1,0,1
+9940775150879,37.74,147.8,50,0,0,0.96,0,5,3,0,4,17,0,641.57,paid,ADSL,177.8,afternoon,1.5,1,1,0,0
+9940552600507,78.11,213.5,100,0,2,0.56,1,3,0,1,2,15,0,1171.7,unpaid,GPON,225.8,evening,12.8,3,1,1,1
+9940554822991,78.56,25.3,200,3,2,1.08,1,2,0,1,4,20,1,1571.16,unpaid,5G,-4.7,night,26.3,2,1,0,1
+9940552889831,115.26,216.0,200,1,1,2.42,0,5,2,1,3,36,0,4149.45,paid,ADSL,228.0,morning,5.3,4,1,1,1
+9940701462772,51.54,66.2,100,0,2,0.38,1,4,1,1,2,18,0,927.72,paid,GPON,75.1,evening,30.7,2,1,0,1
+9940504318630,101.06,104.1,100,0,0,2.0,0,3,1,1,4,28,0,2829.77,paid,GPON,133.4,morning,2.9,4,2,0,1
+9940507050379,150.9,234.4,50,4,0,0.21,1,2,2,1,3,40,0,6036.04,unpaid,ADSL,264.4,morning,3.9,1,0,1,1
+9940517867807,50.29,160.8,50,3,1,1.47,1,4,3,1,3,17,0,854.88,paid,ADSL,190.8,morning,2.3,4,0,1,1
+9940554180038,34.23,108.9,100,0,1,0.95,2,3,0,1,1,17,0,581.85,paid,Cable,103.3,evening,3.9,1,0,0,1
+9940703913715,61.8,100.3,100,2,1,1.19,1,2,0,1,3,26,0,1606.92,paid,ADSL,111.1,night,14.2,3,0,0,1
+9940558087174,52.44,127.8,100,0,1,2.75,1,1,1,0,1,20,0,1048.78,paid,GPON,118.2,afternoon,7.2,4,0,0,0
+9940557130694,114.62,161.3,200,0,2,3.39,1,5,1,0,2,37,0,4241.07,paid,ADSL,180.9,night,32.2,1,2,0,1
+9940778489079,100.12,277.7,20,2,2,0.25,0,5,2,0,4,32,0,3203.91,paid,GPON,247.7,evening,1.0,3,3,1,1
+9940509154911,114.39,174.9,200,0,3,0.95,0,5,2,0,4,28,0,3203.02,paid,Cable,149.4,afternoon,22.8,4,1,0,1
+9940558391076,104.62,224.3,100,2,0,0.92,0,2,1,1,2,28,0,2929.3,paid,GPON,215.7,evening,19.1,2,1,1,1
+9940559428369,101.7,91.6,100,0,3,3.23,1,4,2,0,2,36,0,3661.26,paid,5G,90.4,evening,1.0,1,0,0,1
+9940554749993,43.92,215.2,100,3,1,1.17,0,3,0,0,1,16,0,702.8,unpaid,Cable,218.4,evening,12.0,2,1,0,0
+9940774552046,81.26,308.9,100,1,1,1.64,1,2,3,0,1,23,0,1869.06,overdue,ADSL,334.3,evening,20.3,2,0,1,1
+9940513893910,94.38,315.1,100,3,2,0.6,0,5,2,1,3,23,0,2170.85,unpaid,ADSL,302.1,afternoon,1.0,1,0,1,1
+9940773117003,92.85,192.8,50,1,1,0.29,0,2,0,0,4,27,0,2506.94,paid,GPON,167.0,evening,6.2,5,0,1,1
+9940517739386,18.88,19.2,100,1,2,1.49,1,1,1,1,4,7,0,132.15,paid,GPON,11.5,evening,4.6,4,0,0,0
+9940557430060,78.21,220.4,50,4,1,0.51,1,1,1,0,2,27,1,2111.57,paid,Cable,208.3,night,4.7,3,0,0,1
+9940558212504,91.08,50.1,100,1,0,1.7,1,5,0,1,4,26,0,2368.02,paid,Cable,61.2,evening,5.2,3,0,0,0
+9940772506517,59.92,249.3,100,3,1,0.61,2,1,0,0,2,24,0,1438.02,overdue,GPON,279.3,afternoon,10.4,4,1,1,1
+9940555421316,46.26,196.4,50,5,4,0.15,1,3,2,1,3,15,0,693.89,unpaid,Cable,225.1,night,7.0,4,3,0,1
+9940512997630,53.42,226.9,200,0,1,5.61,1,3,1,0,2,21,1,1121.84,overdue,5G,248.7,afternoon,48.0,4,1,1,0
+9940509037278,44.75,49.9,50,0,1,1.43,1,4,5,0,4,13,0,581.69,unpaid,Cable,38.5,afternoon,1.0,2,1,0,1
+9940513406700,87.98,168.5,100,0,2,1.11,0,5,2,0,2,22,1,1935.52,paid,5G,165.3,evening,2.8,1,0,0,1
+9940772295178,90.85,130.4,50,2,2,7.35,1,3,0,0,4,28,1,2543.9,paid,Cable,138.8,afternoon,38.0,1,0,0,1
+9940506128777,108.24,215.1,20,0,3,0.91,0,4,1,0,1,34,0,3680.26,unpaid,5G,199.6,evening,36.9,4,1,1,0
+9940778911618,6.07,142.0,100,3,0,6.9,0,5,1,0,4,7,0,42.46,paid,Cable,128.4,evening,2.6,5,0,1,1
+9940559241578,128.44,159.7,200,5,0,0.61,3,5,0,1,2,36,0,4623.97,unpaid,5G,167.2,evening,17.0,1,0,0,0
+9940501864856,145.44,228.6,50,2,2,1.25,0,5,0,0,3,45,0,6544.58,paid,5G,201.3,evening,5.1,1,1,1,1
+9940513933041,100.46,279.1,20,5,0,6.47,2,4,2,0,3,33,1,3315.07,paid,ADSL,300.9,evening,18.0,2,3,1,0
+9940552381729,73.46,202.9,20,1,1,1.46,1,2,0,0,3,29,0,2130.36,paid,GPON,194.9,night,23.7,2,1,1,0
+9940513770791,122.67,210.3,50,0,1,0.28,4,3,1,1,2,39,0,4784.1,paid,ADSL,221.1,evening,3.1,1,1,1,0
+9940505804559,57.41,256.1,200,2,2,3.2,2,4,0,0,4,20,0,1148.2,paid,GPON,260.3,afternoon,2.7,3,3,1,1
+9940703525145,121.57,42.0,100,1,1,2.18,0,2,0,1,1,40,0,4862.69,paid,5G,67.0,evening,7.7,5,0,0,0
+9940701607666,95.52,238.2,20,3,2,0.53,4,5,1,0,2,36,0,3438.72,paid,Cable,208.2,night,7.4,4,1,1,1
+9940505590267,117.11,195.9,200,3,2,0.74,1,3,1,1,2,35,0,4098.87,paid,5G,221.1,evening,1.0,2,1,0,0
+9940511475263,83.41,312.7,20,0,2,2.14,0,4,1,0,2,18,0,1501.38,paid,ADSL,337.5,evening,29.2,3,0,1,1
+9940513040263,98.7,100.3,100,0,1,5.37,0,3,0,1,1,32,0,3158.27,unpaid,Cable,106.0,evening,9.0,5,1,0,1
+9940701004668,31.41,136.1,200,2,1,2.76,4,5,3,1,4,10,0,314.13,paid,GPON,146.6,morning,10.2,4,3,0,1
+9940701781394,128.86,221.7,200,1,2,0.39,1,4,0,0,3,34,0,4381.18,paid,ADSL,233.6,evening,7.2,1,1,0,1
+9940704926849,22.63,203.5,100,0,1,2.42,2,4,2,0,4,11,0,248.97,paid,GPON,185.5,evening,11.3,3,1,1,0
+9940778656421,74.49,139.0,50,6,1,0.88,0,4,0,1,2,24,0,1787.72,paid,ADSL,140.0,afternoon,11.0,1,1,0,1
+9940707971614,140.89,251.0,200,1,1,0.86,0,2,0,0,2,34,0,4790.13,paid,5G,268.8,evening,24.4,5,1,1,0
+9940511889475,36.68,132.9,50,2,1,0.21,2,2,5,0,3,16,0,586.87,unpaid,Cable,102.9,evening,32.0,4,0,0,1
+9940501313545,119.44,105.5,50,0,1,0.29,1,5,0,1,3,43,0,5135.8,paid,5G,115.0,evening,13.7,2,1,0,1
+9940704042785,69.24,187.2,100,1,2,3.95,0,3,3,1,1,30,0,2077.2,paid,5G,189.0,night,21.1,4,2,0,1
+9940776870317,111.71,273.3,100,3,0,5.29,1,4,0,0,4,24,0,2681.02,paid,GPON,285.9,evening,1.0,3,1,0,1
+9940777720592,126.07,127.8,20,2,0,5.83,1,3,2,1,4,40,1,5042.66,paid,ADSL,102.4,night,10.6,4,3,0,0
+9940518408145,29.48,158.0,200,1,0,0.3,1,1,0,1,3,10,0,294.81,paid,ADSL,143.1,afternoon,5.1,1,1,0,1
+9940514079842,98.85,91.6,200,4,1,1.15,0,3,4,0,2,27,1,2668.83,paid,GPON,63.7,afternoon,1.0,3,0,0,1
+9940502512007,60.9,10.0,50,2,0,1.53,3,1,2,1,2,21,0,1278.89,paid,GPON,-18.1,evening,21.8,3,0,0,0
+9940501237131,103.45,296.6,20,4,0,1.12,0,1,0,1,1,29,0,3000.16,paid,GPON,313.2,evening,1.3,1,0,1,1
+9940552321773,26.54,228.2,20,0,2,0.04,0,2,0,1,1,14,0,371.57,overdue,GPON,216.5,night,2.3,3,1,1,0
+9940551586455,73.72,173.5,50,0,1,3.93,1,2,1,0,2,26,0,1916.78,paid,Cable,160.2,evening,17.9,4,0,0,0
+9940518747207,75.95,92.1,20,1,1,0.07,1,4,2,0,1,27,1,2050.68,paid,ADSL,113.9,morning,11.6,4,3,0,1
+9940513415719,32.73,10.0,200,0,1,0.83,1,2,0,1,2,14,0,458.27,paid,Cable,3.1,evening,45.3,1,0,0,1
+9940778408120,80.04,53.4,200,3,3,0.55,2,4,1,0,2,25,0,2000.92,paid,ADSL,72.7,afternoon,8.1,4,0,0,0
+9940555978429,72.15,173.7,200,0,1,3.19,0,2,1,0,1,26,0,1875.94,paid,GPON,152.7,evening,1.0,4,0,1,1
+9940775850475,99.97,228.8,50,2,2,4.43,0,5,1,1,2,26,0,2599.18,paid,Cable,221.8,evening,80.0,3,1,1,1
+9940775093139,125.12,270.4,100,2,0,0.1,1,3,3,1,1,37,1,4629.41,overdue,GPON,252.3,evening,1.0,5,0,1,1
+9940518372798,99.41,238.5,50,1,1,0.02,3,1,1,1,4,29,0,2882.86,paid,5G,249.4,evening,1.0,4,1,0,1
+9940511391041,117.07,211.1,50,2,2,0.14,2,1,0,0,3,31,1,3629.07,paid,ADSL,206.9,evening,14.1,5,1,0,0
+9940771834804,90.47,172.7,100,1,1,1.79,2,1,0,1,1,36,0,3256.98,paid,GPON,187.4,night,5.9,4,1,0,0
+9940704810491,88.29,68.2,20,3,2,5.18,0,3,2,1,1,25,1,2207.36,paid,GPON,71.3,afternoon,26.5,5,0,0,0
+9940514550333,75.08,178.7,200,2,2,0.87,3,2,1,0,1,26,0,1952.18,paid,ADSL,148.7,morning,20.0,5,1,0,0
+9940705910371,81.81,280.0,20,0,0,2.08,1,1,1,0,1,32,0,2617.88,paid,ADSL,274.7,morning,12.4,2,0,1,0
+9940557640177,61.5,194.4,50,0,0,2.35,2,4,0,0,3,22,0,1353.05,paid,Cable,164.4,evening,18.0,1,0,0,1
+9940776287905,23.99,197.6,20,0,0,0.34,1,5,2,1,1,11,0,263.91,paid,ADSL,204.5,afternoon,7.7,4,2,0,1
+9940513317067,128.78,36.4,100,1,2,0.54,2,5,2,1,1,27,0,3477.05,paid,ADSL,47.5,evening,5.0,3,0,0,1
+9940773945623,117.63,305.6,100,2,1,3.87,1,1,1,1,3,37,1,4352.16,paid,5G,318.8,morning,4.0,5,3,1,0
+9940777770959,135.91,143.9,200,2,0,0.33,0,5,0,0,4,32,0,4349.07,overdue,GPON,141.4,afternoon,70.2,5,0,0,1
+9940502813209,18.7,143.3,50,0,2,1.99,2,3,1,1,2,1,1,18.7,paid,Cable,113.3,afternoon,5.7,1,1,0,0
+9940505537606,57.85,49.1,20,2,4,1.27,0,2,1,1,2,20,1,1157.05,paid,GPON,53.3,night,4.5,2,1,0,0
+9940555849122,70.56,215.4,20,5,2,0.52,0,1,1,0,4,20,0,1411.17,unpaid,ADSL,223.6,afternoon,2.9,3,0,1,1
+9940507752393,61.93,62.0,100,1,0,0.79,2,4,1,1,4,20,0,1238.63,unpaid,Cable,58.4,morning,11.3,4,1,0,1
+9940517429189,113.37,177.3,200,1,2,1.51,2,2,1,1,4,30,1,3401.0,paid,GPON,179.0,afternoon,20.9,2,0,0,1
+9940555182116,64.28,209.0,20,2,2,0.13,0,4,0,0,2,21,0,1349.89,paid,GPON,179.0,night,30.7,2,1,0,1
+9940773782480,37.51,232.9,200,2,0,8.09,4,3,0,0,1,19,0,712.63,unpaid,5G,234.2,evening,11.3,3,0,1,1
+9940774311138,122.69,193.7,50,2,2,2.56,0,5,2,0,4,38,0,4662.35,paid,GPON,191.5,night,47.4,5,0,1,1
+9940504704311,132.52,216.2,200,5,1,1.73,2,4,0,0,4,41,1,5433.38,paid,GPON,191.9,afternoon,40.9,5,0,0,0
+9940772972702,51.52,57.3,20,4,0,0.89,1,4,1,0,3,24,0,1236.52,paid,Cable,67.9,morning,10.0,4,0,0,1
+9940506628666,109.35,97.8,200,2,0,2.71,1,3,0,0,4,40,0,4374.17,paid,ADSL,88.0,evening,2.8,1,0,0,0
+9940702875413,102.0,241.9,50,2,0,0.52,1,3,2,0,4,29,1,2958.12,paid,ADSL,246.5,evening,21.7,5,0,1,0
+9940776838093,23.11,231.6,50,1,1,0.94,1,1,0,1,1,7,0,161.77,paid,5G,241.4,night,3.3,3,3,1,0
+9940777763416,46.53,170.1,20,1,0,0.72,0,4,1,0,2,16,0,744.55,paid,5G,176.7,afternoon,9.7,4,1,0,1
+9940519656545,88.09,175.8,20,1,1,6.04,3,4,1,0,4,29,1,2554.55,overdue,GPON,149.0,night,4.4,4,2,0,1
+9940772070193,123.6,166.2,200,1,2,4.63,2,2,1,1,3,38,0,4696.77,unpaid,ADSL,158.5,evening,3.6,3,0,1,1
+9940507837580,85.2,10.0,20,1,3,1.15,0,1,0,1,1,22,0,1874.49,paid,5G,40.0,evening,49.6,3,1,0,0
+9940551773841,49.93,90.4,50,3,0,3.65,0,4,1,0,1,20,0,998.56,paid,GPON,118.3,night,12.8,3,2,0,1
+9940554035227,39.86,91.7,200,1,2,2.79,0,4,1,1,2,14,0,558.08,paid,ADSL,108.4,evening,1.3,1,0,0,0
+9940512586622,101.49,33.3,50,1,1,2.63,1,4,1,0,2,31,0,3146.32,paid,GPON,38.8,evening,4.7,4,1,0,1
+9940502460557,70.71,10.0,200,0,1,8.63,1,1,3,1,1,23,0,1626.35,unpaid,GPON,-9.8,evening,11.1,2,1,0,1
+9940702578118,140.4,41.3,100,1,1,1.45,1,5,0,0,2,37,0,5194.68,overdue,5G,38.1,morning,15.3,4,2,0,1
+9940511395443,127.81,92.7,200,3,6,0.71,1,2,2,0,3,32,1,4090.08,paid,Cable,84.2,morning,39.4,1,0,0,1
+9940708407967,123.22,124.8,200,1,1,1.84,0,2,1,0,4,31,0,3819.87,paid,GPON,123.1,night,9.2,1,1,0,1
+9940551550156,115.73,153.8,20,0,0,1.19,1,3,3,0,3,32,0,3703.35,unpaid,ADSL,124.8,night,37.6,2,0,0,1
+9940514586559,88.45,106.8,50,0,1,1.46,1,5,1,1,3,33,0,2918.95,paid,ADSL,125.9,night,1.0,2,2,0,1
+9940777292462,138.82,191.1,50,1,1,0.21,0,5,0,0,3,37,0,5136.46,paid,5G,161.1,evening,14.3,1,1,0,1
+9940509913495,61.38,119.8,20,0,0,1.15,0,1,0,1,3,22,0,1350.29,paid,ADSL,136.9,evening,32.6,4,0,0,1
+9940708683348,170.08,165.3,20,2,0,0.26,1,5,2,0,1,44,0,7483.38,paid,GPON,182.8,afternoon,9.1,1,0,0,0
+9940702234901,155.74,149.9,20,2,0,1.3,1,4,0,0,2,47,0,7319.76,paid,5G,179.9,evening,29.6,1,1,1,1
+9940519889647,5.0,233.4,200,1,0,2.3,1,5,1,1,1,11,0,55.0,paid,GPON,228.4,evening,1.0,4,1,1,1
+9940516881857,35.15,188.8,200,1,1,0.93,1,5,2,1,1,20,1,702.96,paid,5G,178.4,evening,15.2,4,1,0,0
+9940502616113,75.38,236.3,100,2,2,1.24,1,3,1,0,4,30,1,2261.26,paid,ADSL,238.7,evening,22.8,4,1,1,1
+9940775038565,102.16,232.2,200,0,1,0.27,0,1,0,0,3,36,0,3677.71,paid,Cable,243.4,morning,27.0,5,0,1,1
+9940779260938,52.44,167.0,50,3,0,0.51,0,1,0,0,3,19,1,996.27,paid,Cable,165.2,evening,28.4,4,0,1,1
+9940514536263,136.99,174.3,50,2,2,1.17,0,4,1,1,2,35,0,4794.73,unpaid,GPON,150.6,evening,43.4,2,0,0,0
+9940502652739,54.75,89.7,200,1,1,4.37,3,1,0,0,1,19,0,1040.17,overdue,Cable,100.9,night,3.2,4,0,0,0
+9940508875756,98.04,233.4,20,0,0,0.15,0,4,1,0,2,29,0,2843.28,overdue,GPON,233.4,evening,24.6,2,3,1,1
+9940509576780,98.3,101.2,20,1,0,0.22,1,1,3,0,1,22,0,2162.6,paid,Cable,81.0,evening,20.2,5,0,0,0
+9940779780359,53.45,113.5,100,0,1,3.87,0,5,0,0,4,21,0,1122.4,overdue,GPON,83.5,evening,9.8,5,1,0,1
+9940779601390,92.99,110.8,50,0,1,4.09,1,2,0,1,2,26,0,2417.79,paid,GPON,140.8,morning,21.6,3,0,0,1
+9940508855729,59.7,169.5,100,0,0,0.39,4,1,1,0,1,21,0,1253.77,paid,GPON,186.2,morning,53.3,3,0,0,1
