phone_number,flights_per_month,total_spent,avg_ticket_price,last_flight_days,intl_ratio,business_ratio,delays,cancellations,loyalty_points,baggage_score,checkin_score,satisfaction,travel_type,extra_baggage_tendency,next_booked_flight_days,refund_requests,lounge_visits,domestic_flight_ratio,marketing_consent
+9940552519857,0,1368.33,1368.33,292,0.394,0.862,3,1,39198,4,5,1,Business,3,-4,1,0,0.606,1
+9940707436047,1,132.41,66.2,72,0.904,0.265,4,0,8777,4,3,1,Leisure,0,-4,2,0,0.096,0
+9940559430026,0,180.17,180.17,155,0.069,0.145,1,0,17082,2,4,1,Leisure,1,51,0,0,0.931,0
+9940777867167,3,1437.57,359.39,331,0.256,0.689,1,0,47957,1,5,1,Business,2,50,0,0,0.744,1
+9940552691132,4,166.44,33.29,218,0.467,0.003,0,0,48107,2,4,1,Leisure,2,-3,1,0,0.533,1
+9940508399450,1,169.72,84.86,224,0.939,0.276,2,0,5767,4,2,1,Leisure,2,68,0,0,0.061,0
+9940501965811,0,258.08,258.08,205,0.973,0.163,1,0,33652,1,1,0,Leisure,2,9,0,0,0.027,0
+9940776299597,3,149.33,37.33,57,0.511,0.02,0,0,39729,4,2,1,Leisure,0,81,0,0,0.489,1
+9940505478828,2,122.57,40.86,36,0.583,0.296,0,0,46414,1,2,0,Leisure,3,72,0,0,0.417,0
+9940775779714,0,859.44,859.44,20,0.449,0.617,1,0,23241,1,3,0,Business,0,60,0,0,0.551,1
+9940515675945,4,1280.43,256.09,71,0.893,0.813,0,0,20709,3,2,1,Business,3,53,2,0,0.107,1
+9940501283290,1,288.06,144.03,59,0.854,0.02,0,2,43648,2,4,1,Leisure,2,52,0,0,0.146,1
+9940515573735,1,389.77,194.89,280,0.253,0.155,0,0,14842,3,4,1,Leisure,1,44,0,0,0.747,1
+9940709430698,1,1679.79,839.9,227,0.067,0.939,2,1,37682,2,1,0,Business,1,3,0,0,0.933,0
+9940554930006,1,239.01,119.5,180,0.073,0.09,2,0,22680,4,2,1,Leisure,2,-5,0,0,0.927,1
+9940703492217,3,162.76,40.69,137,0.901,0.208,2,0,29016,1,1,0,Leisure,0,70,1,0,0.099,1
+9940709953333,1,1397.61,698.81,68,0.728,0.634,0,0,7187,3,1,0,Business,1,20,1,0,0.272,1
+9940551890931,1,50.0,25.0,244,0.172,0.136,1,0,29613,4,4,1,Leisure,3,87,1,0,0.828,1
+9940705376525,0,330.02,330.02,313,0.703,0.289,2,0,11068,5,3,1,Leisure,1,27,0,0,0.297,1
+9940775613379,2,50.0,16.67,210,0.409,0.032,0,0,19384,4,2,1,Leisure,1,42,0,0,0.591,0
+9940555301518,3,288.96,72.24,63,0.584,0.219,1,0,18891,3,2,1,Leisure,1,34,2,0,0.416,1
+9940509295532,2,160.59,53.53,172,0.599,0.221,1,0,21445,4,5,1,Leisure,3,41,1,0,0.401,0
+9940554795894,0,108.88,108.88,337,0.682,0.167,1,0,16951,3,3,1,Leisure,0,5,1,0,0.318,1
+9940779759713,1,544.96,272.48,271,0.283,0.541,0,1,48649,1,5,1,Business,1,2,0,0,0.717,1
+9940511601431,0,205.01,205.01,275,0.925,0.163,2,1,2111,2,4,1,Leisure,0,16,1,0,0.075,1
+9940777605425,2,163.37,54.46,92,0.878,0.05,0,0,29884,1,2,0,Leisure,0,24,0,0,0.122,1
+9940556336609,2,200.45,66.82,297,0.012,0.026,2,0,10724,4,2,1,Leisure,0,58,0,0,0.988,0
+9940703164912,1,50.0,25.0,266,0.686,0.162,1,0,15234,1,5,1,Leisure,1,80,0,0,0.314,1
+9940513051709,2,713.55,237.85,184,0.54,0.924,0,2,30857,5,5,1,Business,0,53,0,1,0.46,0
+9940777477121,0,50.0,50.0,356,0.507,0.241,0,1,2819,1,1,0,Leisure,3,67,0,0,0.493,1
+9940506738480,3,280.23,70.06,183,0.113,0.061,2,0,44854,5,4,1,Leisure,1,27,0,0,0.887,1
+9940516500528,1,344.82,172.41,76,0.538,0.28,1,0,35912,5,1,1,Leisure,1,51,1,0,0.462,1
+9940551457501,3,173.64,43.41,44,0.737,0.171,3,0,9962,1,5,1,Leisure,2,27,0,0,0.263,0
+9940556380946,2,1299.71,433.24,61,0.015,0.751,5,0,44869,2,1,0,Business,1,1,0,0,0.985,1
+9940559832482,4,857.01,171.4,340,0.424,0.794,0,1,10593,1,3,0,Business,3,72,0,0,0.576,0
+9940501155908,2,970.18,323.39,208,0.621,0.688,1,0,38379,5,2,1,Business,2,82,0,0,0.379,0
+9940515221045,1,320.52,160.26,142,0.149,0.197,0,0,37263,5,3,1,Leisure,3,20,0,0,0.851,0
+9940505449397,3,76.38,19.1,102,0.988,0.055,1,0,27655,3,4,1,Leisure,2,38,0,0,0.012,1
+9940559070797,1,219.26,109.63,208,0.688,0.15,1,1,31900,3,4,1,Leisure,1,-1,0,0,0.312,0
+9940513545612,1,285.67,142.83,329,0.684,0.116,1,0,24688,4,2,1,Leisure,2,9,0,0,0.316,1
+9940555280050,0,913.9,913.9,27,0.452,0.641,2,0,44307,4,1,1,Business,0,24,0,0,0.548,1
+9940557454727,1,276.68,138.34,261,0.085,0.295,2,0,1948,3,5,1,Leisure,0,47,0,0,0.915,1
+9940701542977,2,196.72,65.57,73,0.902,0.177,1,0,7280,5,2,1,Leisure,0,7,1,0,0.098,0
+9940558209802,1,267.65,133.82,148,0.056,0.116,2,0,39066,5,5,1,Leisure,0,70,0,0,0.944,0
+9940708399921,0,57.94,57.94,317,0.778,0.143,1,2,45112,1,1,0,Leisure,3,20,0,0,0.222,1
+9940557476822,2,732.69,244.23,257,0.169,0.983,1,0,25913,5,4,1,Business,0,75,3,0,0.831,0
+9940706833652,3,350.86,87.71,159,0.719,0.232,1,0,13915,1,5,1,Leisure,3,23,0,0,0.281,1
+9940707728498,1,308.84,154.42,326,0.489,0.151,1,0,30484,5,1,1,Leisure,3,44,0,0,0.511,1
+9940518035812,3,1109.57,277.39,140,0.454,0.622,0,0,13788,4,5,1,Business,3,12,0,0,0.546,1
+9940519130554,1,184.62,92.31,121,0.999,0.014,0,0,14531,3,1,0,Leisure,2,88,1,0,0.001,1
+9940704853528,2,102.23,34.08,96,0.997,0.026,1,1,21036,4,5,1,Leisure,3,21,0,0,0.003,0
+9940515104506,2,181.31,60.44,301,0.055,0.064,0,2,5482,2,2,0,Leisure,0,-2,0,0,0.945,1
+9940556741430,0,393.8,393.8,350,0.897,0.131,0,0,48117,3,5,1,Leisure,3,54,0,0,0.103,1
+9940502737803,0,1545.4,1545.4,118,0.006,0.52,2,0,28775,2,2,0,Business,0,29,0,0,0.994,1
+9940558706060,4,182.66,36.53,246,0.601,0.255,1,0,5147,5,2,1,Leisure,1,48,0,0,0.399,0
+9940557934619,3,321.77,80.44,222,0.82,0.234,1,0,4127,5,3,1,Leisure,1,72,1,0,0.18,1
+9940706679588,0,208.05,208.05,180,0.322,0.19,0,1,31052,4,3,1,Leisure,1,-1,1,0,0.678,0
+9940553714862,0,1241.52,1241.52,168,0.702,0.611,1,0,192,2,5,1,Business,2,73,1,0,0.298,1
+9940514129062,0,275.55,275.55,348,0.605,0.165,0,0,42499,1,2,0,Leisure,3,21,1,0,0.395,1
+9940774914770,1,152.3,76.15,319,0.459,0.295,1,0,35482,1,2,0,Leisure,2,17,0,0,0.541,1
+9940556962765,1,247.73,123.87,210,0.851,0.15,2,0,47276,1,2,0,Leisure,3,36,0,0,0.149,1
+9940778002312,3,1261.56,315.39,202,0.683,0.958,0,0,26204,2,3,1,Business,2,36,0,0,0.317,0
+9940707046687,2,1388.11,462.7,339,0.795,0.564,1,0,38494,5,1,1,Business,1,-5,1,2,0.205,0
+9940559369394,2,176.63,58.88,91,0.076,0.079,1,0,45928,4,3,1,Leisure,2,73,0,0,0.924,1
+9940779645281,1,333.42,166.71,59,0.207,0.182,1,0,3187,5,3,1,Leisure,2,86,1,0,0.793,1
+9940507344150,3,183.61,45.9,280,0.6,0.259,1,0,20446,2,2,0,Leisure,1,31,1,0,0.4,0
+9940774338210,0,194.79,194.79,150,0.825,0.228,0,1,41081,2,5,1,Leisure,0,15,0,0,0.175,1
+9940776391619,1,224.98,112.49,19,0.771,0.251,1,1,6079,3,1,0,Leisure,1,12,0,0,0.229,1
+9940554825735,2,158.83,52.94,200,0.468,0.237,0,1,38866,2,2,0,Leisure,0,55,0,0,0.532,1
+9940706661869,4,50.0,10.0,349,0.821,0.188,1,1,35655,5,2,1,Leisure,2,30,0,0,0.179,1
+9940558309105,1,268.87,134.43,66,0.886,0.16,0,0,47310,1,5,1,Leisure,1,4,0,0,0.114,0
+9940514323991,3,226.58,56.65,332,0.593,0.108,1,0,21656,4,4,1,Leisure,3,84,1,0,0.407,0
+9940705551860,2,234.27,78.09,232,0.15,0.243,0,0,9010,1,3,0,Leisure,3,29,0,0,0.85,1
+9940511410728,2,929.58,309.86,358,0.606,0.833,3,0,19729,4,2,1,Business,3,82,0,0,0.394,1
+9940517629157,0,352.65,352.65,269,0.314,0.162,1,0,25119,2,4,1,Leisure,2,-5,0,0,0.686,0
+9940555408675,2,157.05,52.35,350,0.358,0.3,1,0,33272,4,4,1,Leisure,3,53,0,0,0.642,1
+9940775137384,1,343.05,171.52,88,0.894,0.085,0,1,19782,5,1,1,Leisure,3,6,2,0,0.106,1
+9940515791876,1,50.0,25.0,167,0.985,0.127,0,0,24500,2,5,1,Leisure,3,3,0,0,0.015,1
+9940552939456,1,157.36,78.68,144,0.71,0.024,0,0,34663,1,4,1,Leisure,1,5,0,0,0.29,1
+9940506381706,1,352.29,176.15,227,0.313,0.101,1,0,16326,3,3,1,Leisure,1,31,0,0,0.687,0
+9940507706833,3,185.77,46.44,338,0.28,0.269,0,0,8041,1,2,0,Leisure,0,53,0,0,0.72,1
+9940504147085,1,50.0,25.0,221,0.042,0.081,0,0,36308,5,4,1,Leisure,2,69,0,0,0.958,0
+9940502180396,0,104.01,104.01,215,0.06,0.251,0,0,2125,5,5,1,Leisure,1,-5,0,0,0.94,1
+9940774481525,4,228.03,45.61,284,0.075,0.161,0,0,32911,5,5,1,Leisure,3,52,0,0,0.925,0
+9940772787252,0,899.86,899.86,254,0.676,0.941,1,2,15801,1,1,0,Business,1,24,0,0,0.324,0
+9940774365452,1,171.23,85.62,51,0.19,0.295,1,0,46369,5,4,1,Leisure,0,-6,0,0,0.81,1
+9940506641424,1,309.54,154.77,290,0.082,0.14,0,0,36105,1,1,0,Leisure,2,11,0,0,0.918,0
+9940502020551,0,239.49,239.49,207,0.991,0.091,0,0,32309,1,2,0,Leisure,1,84,0,0,0.009,0
+9940517725427,2,1379.51,459.84,81,0.714,0.706,1,1,31937,3,5,1,Business,3,58,1,0,0.286,1
+9940553021522,3,278.7,69.68,74,0.602,0.151,4,0,28079,3,1,0,Leisure,2,65,0,0,0.398,0
+9940519052190,2,296.05,98.68,262,0.547,0.142,0,0,14900,2,3,1,Leisure,1,-4,0,0,0.453,1
+9940557591993,0,171.26,171.26,289,0.957,0.268,0,1,26534,4,1,1,Leisure,2,89,1,0,0.043,1
+9940503453278,3,128.06,32.01,323,0.615,0.221,1,0,29713,3,2,1,Leisure,3,53,0,0,0.385,1
+9940706069048,0,50.0,50.0,97,0.036,0.125,2,0,48193,5,3,1,Leisure,1,53,0,0,0.964,0
+9940511996518,1,1428.59,714.29,347,0.589,0.549,1,0,26555,3,1,0,Business,3,50,0,0,0.411,1
+9940501897653,0,142.37,142.37,89,0.431,0.022,1,1,29304,4,5,1,Leisure,0,52,0,0,0.569,0
+9940709604418,3,252.23,63.06,36,0.999,0.074,1,0,15619,3,2,1,Leisure,0,3,0,0,0.001,0
+9940778221881,2,229.28,76.43,80,0.485,0.293,0,0,15659,5,1,1,Leisure,0,77,0,0,0.515,1
+9940502389807,3,235.22,58.8,76,0.783,0.035,0,0,993,1,4,1,Leisure,3,60,0,0,0.217,0
+9940553544203,2,183.58,61.19,21,0.818,0.299,0,1,49909,1,1,0,Leisure,1,8,1,0,0.182,0
+9940772779002,2,72.45,24.15,3,0.052,0.19,2,0,25229,5,3,1,Leisure,3,13,0,0,0.948,0
+9940704556450,1,793.47,396.74,7,0.964,0.849,1,0,11357,2,2,0,Business,1,51,0,0,0.036,1
+9940773621964,2,1148.45,382.82,145,0.52,0.995,0,0,471,2,1,0,Business,3,2,1,0,0.48,1
+9940553952564,2,889.85,296.62,29,0.83,0.792,1,2,28075,3,2,1,Business,2,76,0,0,0.17,1
+9940515764521,2,140.6,46.87,110,0.641,0.016,0,0,35386,5,2,1,Leisure,1,-1,2,0,0.359,1
+9940702701481,1,720.05,360.03,170,0.451,0.955,0,1,283,5,2,1,Business,3,68,1,0,0.549,0
+9940508945429,4,83.25,16.65,214,0.274,0.24,0,0,10704,5,2,1,Leisure,2,87,0,0,0.726,1
+9940517548862,2,195.0,65.0,63,0.188,0.174,0,0,30948,3,1,0,Leisure,1,28,0,0,0.812,0
+9940707844913,5,280.28,46.71,89,0.712,0.141,2,0,15832,1,1,0,Leisure,2,20,0,0,0.288,0
+9940702525295,1,289.09,144.54,291,0.078,0.227,1,0,23401,1,5,1,Leisure,3,86,0,0,0.922,0
+9940507373417,1,1844.48,922.24,255,0.243,0.74,0,1,5629,5,2,1,Business,3,75,0,1,0.757,1
+9940558526203,1,238.54,119.27,149,0.525,0.142,1,0,32419,2,5,1,Leisure,0,8,0,0,0.475,1
+9940512576624,1,1227.87,613.93,350,0.22,0.926,1,0,27942,2,1,0,Business,2,43,0,1,0.78,0
+9940557761501,1,1428.04,714.02,187,0.55,0.996,1,0,48396,1,4,1,Business,2,32,0,0,0.45,1
+9940774219143,4,1543.4,308.68,37,0.361,0.982,0,0,5753,1,4,1,Business,3,76,0,1,0.639,1
+9940508088212,0,165.37,165.37,39,0.269,0.191,1,0,41150,3,3,1,Leisure,3,65,0,0,0.731,1
+9940775305643,1,1118.62,559.31,79,0.716,0.85,0,0,21952,1,2,0,Business,3,70,0,0,0.284,1
+9940558219877,0,1631.25,1631.25,110,0.243,0.526,0,0,46907,2,2,0,Business,0,33,0,0,0.757,0
+9940702326833,1,1657.11,828.56,71,0.197,0.743,1,0,33291,5,2,1,Business,0,18,0,1,0.803,0
+9940554501720,3,126.06,31.52,272,0.17,0.095,1,0,30151,3,4,1,Leisure,3,37,1,0,0.83,0
+9940513460867,3,2118.38,529.6,357,0.203,0.957,0,2,48485,2,1,0,Business,3,40,0,1,0.797,1
+9940703235277,0,206.45,206.45,190,0.013,0.294,2,0,36934,3,1,0,Leisure,3,75,0,0,0.987,0
+9940703774998,2,247.64,82.55,212,0.715,0.18,1,0,25623,2,4,1,Leisure,2,14,1,0,0.285,1
+9940504441903,3,273.57,68.39,325,0.565,0.112,0,1,16416,4,1,1,Leisure,2,59,0,0,0.435,1
+9940702145485,3,151.43,37.86,114,0.048,0.096,0,0,11383,5,5,1,Leisure,3,28,0,0,0.952,1
+9940707363742,3,1274.16,318.54,212,0.483,0.98,2,0,12047,3,4,1,Business,0,83,1,1,0.517,0
+9940515952156,2,95.83,31.94,139,0.835,0.01,0,0,34281,5,1,1,Leisure,1,87,0,0,0.165,1
+9940778463425,3,97.14,24.28,341,0.479,0.047,0,0,11725,1,1,0,Leisure,0,0,0,0,0.521,0
+9940707345253,1,50.0,25.0,296,1.0,0.138,3,1,15331,5,3,1,Leisure,3,31,0,0,0.0,1
+9940512341391,2,136.73,45.58,225,0.102,0.087,2,0,34716,3,3,1,Leisure,1,68,0,0,0.898,1
+9940501629384,1,327.89,163.94,274,0.614,0.295,2,0,13906,5,5,1,Leisure,3,4,0,0,0.386,0
+9940704805277,0,341.69,341.69,294,0.526,0.083,1,0,40081,3,2,1,Leisure,0,16,0,0,0.474,1
+9940515330107,2,256.74,85.58,153,0.586,0.25,0,0,31723,1,5,1,Leisure,3,44,0,0,0.414,1
+9940703162247,0,300.56,300.56,198,0.518,0.256,0,1,2317,4,3,1,Leisure,0,43,0,0,0.482,1
+9940558039899,2,281.0,93.67,104,0.562,0.065,0,0,2920,3,1,0,Leisure,3,62,0,0,0.438,1
+9940556234241,0,217.34,217.34,60,0.91,0.068,2,0,33931,5,3,1,Leisure,3,81,1,0,0.09,0
+9940507731910,2,50.0,16.67,349,0.364,0.214,1,0,19443,2,3,1,Leisure,0,25,0,0,0.636,1
+9940701981094,2,426.56,142.19,54,0.66,0.289,1,0,10379,1,2,0,Leisure,1,28,1,0,0.34,1
+9940508335657,1,179.28,89.64,305,0.222,0.159,1,0,18377,4,3,1,Leisure,0,37,0,0,0.778,1
+9940552854813,1,178.77,89.39,210,0.355,0.113,3,0,6182,3,4,1,Leisure,2,77,0,0,0.645,1
+9940775034165,2,798.5,266.17,3,0.538,0.77,1,1,7645,5,3,1,Business,3,72,0,0,0.462,0
+9940774954343,1,215.98,107.99,286,0.709,0.237,1,0,41329,3,5,1,Leisure,0,3,1,0,0.291,1
+9940778385012,4,451.81,90.36,186,0.913,0.077,1,0,30307,5,5,1,Leisure,2,22,0,0,0.087,1
+9940773491620,2,441.09,147.03,67,0.704,0.53,0,1,49476,5,5,1,Business,1,79,1,1,0.296,1
+9940553166777,1,1475.6,737.8,16,0.689,0.842,1,0,38625,4,1,1,Business,2,77,0,0,0.311,1
+9940514056652,1,175.47,87.73,273,0.428,0.202,2,0,1294,5,1,1,Leisure,3,62,0,0,0.572,1
+9940774247294,0,2205.76,2205.76,200,0.237,0.806,1,1,15360,4,5,1,Business,1,67,1,1,0.763,0
+9940772635169,0,111.93,111.93,169,0.71,0.243,2,1,40789,3,5,1,Leisure,2,20,2,0,0.29,0
+9940772587200,3,137.03,34.26,344,0.374,0.027,0,1,18676,5,2,1,Leisure,0,66,0,0,0.626,1
+9940703082046,0,329.04,329.04,341,0.875,0.206,1,0,22744,2,5,1,Leisure,0,52,0,0,0.125,0
+9940505207360,5,251.79,41.97,8,0.862,0.261,0,0,18973,3,1,0,Leisure,2,78,2,0,0.138,0
+9940554090201,1,870.91,435.46,99,0.078,0.504,1,0,13673,2,5,1,Business,2,3,1,1,0.922,1
+9940554528539,0,50.0,50.0,112,0.038,0.051,2,0,29137,3,4,1,Leisure,2,52,0,0,0.962,1
+9940777471503,1,50.0,25.0,151,0.461,0.179,0,0,4025,3,5,1,Leisure,2,53,0,0,0.539,1
+9940513168343,0,1225.2,1225.2,183,0.224,0.77,1,0,38347,5,5,1,Business,2,35,2,0,0.776,1
+9940519189029,3,160.4,40.1,263,0.239,0.24,2,1,4747,1,1,0,Leisure,3,25,0,0,0.761,0
+9940507766025,1,189.72,94.86,94,0.411,0.258,0,0,7237,2,3,1,Leisure,0,76,0,0,0.589,1
+9940772572185,1,231.63,115.82,118,0.781,0.279,2,0,35539,2,2,0,Leisure,1,88,1,0,0.219,1
+9940703824620,2,302.23,100.74,45,0.165,0.034,2,1,767,2,5,1,Leisure,1,50,0,0,0.835,0
+9940502651961,2,1264.57,421.52,8,0.952,0.737,1,0,17900,3,5,1,Business,2,64,0,0,0.048,1
+9940553455238,2,219.44,73.15,99,0.606,0.239,0,1,37123,5,4,1,Leisure,1,22,0,0,0.394,1
+9940554289467,0,1571.08,1571.08,231,0.765,0.972,1,0,15349,2,2,0,Business,2,7,0,1,0.235,1
+9940552178012,4,272.95,54.59,141,0.158,0.03,0,0,17159,5,3,1,Leisure,1,14,1,0,0.842,0
+9940771129908,2,218.43,72.81,86,0.15,0.257,0,0,47729,5,3,1,Leisure,1,12,0,0,0.85,1
+9940504949394,2,1229.27,409.76,114,0.316,0.51,3,0,26181,4,1,1,Business,0,27,1,1,0.684,1
+9940517308919,2,320.6,106.87,351,0.895,0.277,1,0,19516,1,4,1,Leisure,1,79,0,0,0.105,0
+9940503726681,5,161.24,26.87,362,0.837,0.019,2,1,33165,3,1,0,Leisure,2,66,0,0,0.163,1
+9940518744112,2,345.62,115.21,214,0.266,0.182,1,1,27204,3,1,0,Leisure,3,37,0,0,0.734,1
+9940774323455,1,57.53,28.76,351,0.416,0.295,0,0,49641,3,4,1,Leisure,0,13,0,0,0.584,1
+9940779107173,1,272.85,136.42,354,0.5,0.177,2,0,13003,5,5,1,Leisure,3,86,0,0,0.5,1
+9940503123975,1,922.69,461.35,231,0.325,0.672,4,0,38242,1,1,0,Business,3,57,1,1,0.675,1
+9940705854002,1,222.46,111.23,288,0.95,0.027,4,0,23507,1,4,1,Leisure,2,84,1,0,0.05,1
+9940517868398,2,232.88,77.63,20,0.679,0.172,3,0,16311,2,5,1,Leisure,2,34,1,0,0.321,0
+9940501531352,1,164.92,82.46,71,0.431,0.218,5,1,18533,2,5,1,Leisure,0,47,0,0,0.569,1
+9940519370029,1,1640.82,820.41,29,0.008,0.562,1,0,9216,2,2,0,Business,3,8,0,1,0.992,0
+9940504284630,1,1736.25,868.13,272,0.058,0.831,2,1,39093,5,5,1,Business,2,12,0,1,0.942,1
+9940555481386,1,228.7,114.35,255,0.548,0.091,2,0,26917,1,3,0,Leisure,1,55,0,0,0.452,0
+9940776655950,0,263.43,263.43,175,0.756,0.03,2,0,35465,1,1,0,Leisure,2,52,0,0,0.244,1
+9940556786985,1,382.06,191.03,244,0.617,0.197,1,0,25002,4,1,1,Leisure,1,87,1,0,0.383,1
+9940701213016,1,1159.63,579.81,326,0.811,0.883,1,0,44439,4,3,1,Business,0,88,2,0,0.189,1
+9940558804549,3,50.0,12.5,66,0.774,0.077,2,1,6181,4,3,1,Leisure,1,-4,0,0,0.226,1
+9940506612439,2,247.25,82.42,262,0.803,0.285,4,0,19916,4,1,1,Leisure,0,77,0,0,0.197,0
+9940509989465,2,50.0,16.67,322,0.609,0.17,0,0,22895,1,2,0,Leisure,1,54,0,0,0.391,1
+9940515243614,2,1086.29,362.1,271,0.863,0.823,1,0,47950,5,4,1,Business,1,15,1,0,0.137,1
+9940516521647,3,1437.26,359.32,262,0.337,0.516,1,0,48197,1,5,1,Business,3,7,0,1,0.663,1
+9940774969564,1,99.15,49.58,265,0.154,0.046,0,0,30721,1,3,0,Leisure,1,80,1,0,0.846,1
+9940779008014,2,50.0,16.67,74,0.801,0.279,1,1,27008,2,1,0,Leisure,3,-5,0,0,0.199,1
+9940778491485,0,113.81,113.81,80,0.298,0.173,0,0,8310,1,3,0,Leisure,0,44,0,0,0.702,0
+9940709177473,1,902.89,451.44,330,0.23,0.611,0,1,49538,3,3,1,Business,3,11,1,0,0.77,0
+9940555538526,1,123.08,61.54,93,0.557,0.155,0,0,19098,2,3,1,Leisure,1,86,0,0,0.443,0
+9940708123062,2,274.34,91.45,269,0.562,0.231,1,0,9854,5,4,1,Leisure,3,6,2,0,0.438,0
+9940554229153,1,709.21,354.61,165,0.075,0.673,1,1,1251,1,4,1,Business,0,58,0,1,0.925,0
+9940705148382,2,1333.99,444.66,331,0.624,0.637,2,0,28691,1,5,1,Business,0,19,0,0,0.376,1
+9940707841960,1,288.36,144.18,104,0.228,0.255,1,0,6204,3,4,1,Leisure,2,21,0,0,0.772,1
+9940701730385,2,1128.93,376.31,325,0.133,0.567,1,0,4952,2,5,1,Business,2,53,0,0,0.867,1
+9940707394409,2,1447.82,482.61,323,0.965,0.582,0,0,11383,4,3,1,Business,1,20,0,0,0.035,1
+9940501142249,1,254.53,127.26,2,0.292,0.269,1,0,37182,5,1,1,Leisure,1,79,0,0,0.708,0
+9940706225856,1,604.07,302.03,234,0.412,0.793,1,1,32372,1,3,0,Business,1,40,0,0,0.588,0
+9940515294805,0,403.07,403.07,196,0.143,0.012,1,1,14617,2,1,0,Leisure,1,0,1,0,0.857,1
+9940705218109,3,101.82,25.45,171,0.947,0.11,0,1,46960,1,1,0,Leisure,3,42,0,0,0.053,0
+9940555448830,2,726.97,242.32,37,0.016,0.826,1,0,47922,2,2,0,Business,1,16,0,2,0.984,0
+9940775427401,2,293.86,97.95,242,0.009,0.097,0,0,5957,5,1,1,Leisure,3,81,1,0,0.991,0
+9940514666261,1,1442.86,721.43,124,0.406,0.735,2,1,1260,3,5,1,Business,1,-5,1,1,0.594,1
+9940775062187,1,169.99,84.99,195,0.121,0.24,2,2,48307,1,3,0,Leisure,2,4,0,0,0.879,1
+9940776113505,0,1311.14,1311.14,109,0.195,0.636,1,0,28222,5,5,1,Business,0,41,0,0,0.805,1
+9940517871191,2,153.07,51.02,309,0.288,0.061,2,0,40088,4,3,1,Leisure,2,20,0,0,0.712,1
+9940555969463,2,441.45,147.15,187,0.469,0.208,1,0,35189,5,3,1,Leisure,0,28,1,0,0.531,0
+9940556782704,1,1710.71,855.36,165,0.89,0.693,1,0,42700,3,1,0,Business,1,14,0,0,0.11,0
+9940708529516,0,676.02,676.02,309,0.422,0.633,1,0,21541,3,4,1,Business,1,81,0,1,0.578,0
+9940709905609,0,150.08,150.08,33,0.789,0.169,1,0,23084,1,3,0,Leisure,3,-7,0,0,0.211,1
+9940771977913,1,93.43,46.71,53,0.961,0.019,0,0,48263,1,3,0,Leisure,2,5,1,0,0.039,1
+9940517416332,1,122.06,61.03,70,0.844,0.273,1,1,32826,2,5,1,Leisure,0,85,0,0,0.156,0
+9940553026598,2,1588.08,529.36,170,0.853,0.624,2,0,14983,1,5,1,Business,3,40,0,1,0.147,1
+9940552771028,0,50.0,50.0,42,0.799,0.22,0,0,22405,1,3,0,Leisure,3,83,1,0,0.201,1
+9940778137044,5,1333.0,222.17,311,0.115,0.753,1,0,1177,2,1,0,Business,0,73,0,1,0.885,1
+9940511618221,0,247.72,247.72,244,0.171,0.056,0,0,49861,4,4,1,Leisure,0,22,0,0,0.829,0
+9940558630530,1,800.71,400.35,171,0.274,0.612,3,1,34219,5,5,1,Business,0,63,0,2,0.726,0
+9940507934905,2,790.71,263.57,126,0.675,0.854,0,0,25055,2,1,0,Business,0,7,0,0,0.325,0
+9940779953416,2,954.79,318.26,98,0.419,0.812,1,0,25727,4,3,1,Business,2,52,0,0,0.581,1
+9940517011485,2,687.52,229.17,359,0.503,0.953,0,0,49808,1,2,0,Business,0,26,0,0,0.497,1
+9940518856207,1,50.0,25.0,205,0.813,0.084,0,0,30418,5,3,1,Leisure,3,59,1,0,0.187,1
+9940552066813,2,194.49,64.83,159,0.033,0.273,0,0,9060,3,5,1,Leisure,1,7,0,0,0.967,1
+9940559009090,2,1196.36,398.79,6,0.866,0.672,1,0,27632,3,3,1,Business,0,74,0,1,0.134,0
+9940772442933,0,740.9,740.9,83,0.564,0.594,1,1,1871,1,1,0,Business,2,19,1,0,0.436,1
+9940553829131,0,137.17,137.17,166,0.591,0.123,1,0,35999,3,3,1,Leisure,3,38,0,0,0.409,0
+9940552153739,2,50.0,16.67,164,0.28,0.106,0,0,35271,4,4,1,Leisure,1,74,1,0,0.72,0
+9940504614954,4,71.12,14.22,192,0.165,0.25,0,0,23673,2,5,1,Leisure,2,39,1,0,0.835,1
+9940507740988,2,221.65,73.88,37,0.572,0.131,0,0,39191,1,1,0,Leisure,3,44,0,0,0.428,1
+9940513412765,2,264.92,88.31,81,0.842,0.231,0,1,3413,3,2,1,Leisure,1,4,0,0,0.158,1
+9940778399757,2,159.01,53.0,146,0.756,0.265,1,0,4294,5,2,1,Leisure,1,62,0,0,0.244,1
+9940776456693,3,661.62,165.4,92,0.8,0.613,2,0,2887,4,1,1,Business,2,87,0,0,0.2,1
+9940706660334,1,113.43,56.71,47,0.337,0.115,0,0,25822,3,2,1,Leisure,3,64,0,0,0.663,1
+9940709449247,1,754.45,377.23,38,0.629,0.69,0,0,1509,1,4,1,Business,1,81,0,1,0.371,1
+9940514886611,1,1523.78,761.89,318,0.565,0.877,1,0,12193,2,4,1,Business,0,88,0,0,0.435,1
+9940504101767,0,81.97,81.97,326,0.089,0.289,2,0,48216,5,4,1,Leisure,1,57,0,0,0.911,1
+9940509950989,0,1269.29,1269.29,304,0.539,0.673,1,0,9617,5,2,1,Business,0,76,1,0,0.461,0
